,path,num_frames
59626,844424932904287-373-m.wav,61301
399,844424930441066-740-f.wav,90279
66231,844424933057546-704-f.wav,63530
48268,844424932600197-331-f.wav,78391
28622,844424931413916-1031-f.wav,99567
25845,844424931369989-608-f.wav,82106
2900,844424930593317-292-m.wav,90651
12246,844424930923448-396-f.wav,72818
39005,844424931550827-1200-f.wav,87307
67946,844424933082213-196-f.wav,74676
64454,844424933045220-704-f.wav,76905
6509,844424930738605-812-f.wav,70960
58032,844424932852849-850-f.wav,134862
9111,844424930836254-396-f.wav,70960
34808,844424931497545-594-f.wav,108484
37668,844424931537934-594-f.wav,68360
77260,844424933622171-586-m.wav,87679
81702,844424933640353-220-m.wav,115543
77055,844424933621670-886-m.wav,98824
17056,844424931122091-396-f.wav,60186
61180,844424932933356-850-f.wav,59443
28363,844424931412818-270-f.wav,69103
69401,844424933111421-830-f.wav,58329
69859,844424933117833-850-f.wav,63530
72508,844424933142976-979-f.wav,76162
10291,844424930862559-930-f.wav,99567
41742,844424931584482-1180-m.wav,114057
64063,844424933039438-850-f.wav,83592
28884,844424931416752-782-f.wav,122602
73167,844424933145144-521-f.wav,55728
9181,844424930838119-1136-m.wav,82849
42650,844424932401139-1147-f.wav,124459
15725,844424931064307-812-f.wav,83964
6884,844424930749300-396-f.wav,95481
56186,844424932818353-496-f.wav,129660
78920,844424933626116-776-m.wav,52756
206,844424930408936-930-f.wav,154181
256,844424930408999-930-f.wav,90651
47843,844424932578981-830-f.wav,86193
2239,844424930577112-812-f.wav,72818
26118,844424931374642-775-f.wav,99196
36019,844424931507561-249-f.wav,87679
29333,844424931421582-608-f.wav,84707
72464,844424933142912-979-f.wav,90651
41924,844424931601547-1039-f.wav,65016
26227,844424931375975-775-f.wav,82849
40234,844424931563464-594-f.wav,98453
24684,844424931343974-557-f.wav,84707
68379,844424933085840-775-f.wav,70217
29137,844424931420042-1143-f.wav,108112
57606,844424932844029-66-f.wav,108855
25883,844424931370341-361-f.wav,120744
64722,844424933048204-521-f.wav,88422
59344,844424932888228-850-f.wav,59072
77811,844424933624075-776-m.wav,123345
17866,844424931150968-608-f.wav,82106
47004,844424932547550-703-f.wav,158639
30684,844424931434113-775-f.wav,72446
58640,844424932869959-979-f.wav,96967
76265,844424933612727-1-m.wav,88793
42306,844424932313925-1127-f.wav,115914
17700,844424931144774-270-f.wav,72446
23275,844424931326533-1136-m.wav,72818
78507,844424933625424-776-m.wav,85450
20631,844424931282154-608-f.wav,81363
56797,844424932824426-600-f.wav,60186
80285,844424933630780-439-m.wav,111084
63338,844424933031773-775-f.wav,92508
15643,844424931059539-973-f.wav,52013
54390,844424932751520-973-f.wav,69103
44845,844424932473653-1147-f.wav,95852
73263,844424933145602-850-f.wav,69474
46942,844424932544158-850-f.wav,91394
80481,844424933633246-1199-m.wav,71703
60024,844424932911461-177-f.wav,77648
76343,844424933616430-1088-m.wav,70960
20287,844424931266296-736-f.wav,73933
11076,844424930877779-1031-f.wav,78019
32403,844424931452368-1031-f.wav,77276
69344,844424933109562-196-f.wav,82477
72636,844424933143720-180-f.wav,91765
63831,844424933034165-1200-f.wav,77648
15149,844424931031873-812-f.wav,88050
21773,844424931297979-736-f.wav,75419
22057,844424931308510-442-f.wav,70960
8225,844424930814701-1031-f.wav,80248
20508,844424931278064-1031-f.wav,73189
13904,844424930982172-270-f.wav,85450
38718,844424931547253-704-f.wav,79505
31532,844424931442165-782-f.wav,74676
26185,844424931375927-775-f.wav,101425
16433,844424931101225-1031-f.wav,70589
21090,844424931287136-608-f.wav,99939
81893,844424933642271-1119-m.wav,66131
16346,844424931096215-930-f.wav,102539
19599,844424931238285-1044-f.wav,77648
75430,844424933160262-976-f.wav,49041
74276,844424933149530-979-f.wav,110341
5884,844424930700875-396-f.wav,78762
45297,844424932500345-830-f.wav,59443
1499,844424930562870-812-f.wav,112942
31120,844424931437187-1163-f.wav,95852
52035,844424932669463-973-f.wav,108112
30318,844424931431173-1031-f.wav,61301
69557,844424933116365-1194-f.wav,87307
69426,844424933111450-830-f.wav,86564
57602,844424932844022-66-f.wav,95109
37918,844424931539766-594-f.wav,96595
9736,844424930850683-812-f.wav,65759
50273,844424932639131-973-f.wav,85821
37859,844424931539676-594-f.wav,68360
64905,844424933048912-177-f.wav,115171
4042,844424930646406-812-f.wav,74304
5686,844424930698926-396-f.wav,80620
60069,844424932911509-177-f.wav,66874
72405,844424933142437-66-f.wav,120744
41048,844424931567528-608-f.wav,72818
20685,844424931282219-608-f.wav,98453
52275,844424932671480-989-f.wav,79134
50401,844424932639893-1147-f.wav,99567
58572,844424932868879-775-f.wav,64645
25400,844424931364409-782-f.wav,105512
14495,844424931005393-1031-f.wav,91394
40098,844424931562592-608-f.wav,93252
53016,844424932718377-180-f.wav,126688
55336,844424932792809-850-f.wav,69846
43465,844424932444008-1147-f.wav,112199
33139,844424931463404-774-f.wav,79134
23548,844424931328046-608-f.wav,80991
16358,844424931096230-930-f.wav,108484
55679,844424932800447-177-f.wav,95109
47815,844424932578946-850-f.wav,68731
30334,844424931431195-1031-f.wav,88422
9380,844424930840840-396-f.wav,105512
13075,844424930938196-812-f.wav,71332
58520,844424932868816-775-f.wav,75790
54621,844424932762814-223-m.wav,180930
3769,844424930617753-930-f.wav,87307
50369,844424932639552-449-m.wav,87307
73484,844424933145960-1194-f.wav,79134
27620,844424931397272-249-f.wav,98824
34730,844424931496848-1163-f.wav,70960
51463,844424932660449-850-f.wav,68731
82278,844424933643715-1119-m.wav,47555
75330,844424933157228-1194-f.wav,93623
1255,844424930556535-594-f.wav,93252
7577,844424930774478-292-m.wav,107741
9209,844424930838149-1136-m.wav,95481
24413,844424931340558-1031-f.wav,84335
7617,844424930778531-973-f.wav,75047
78670,844424933625716-1019-m.wav,118515
83469,844424933653627-1046-m.wav,151952
51111,844424932646270-373-m.wav,65759
78160,844424933624711-1019-m.wav,60929
66558,844424933058823-1200-f.wav,75047
19191,844424931219870-930-f.wav,85078
78014,844424933624463-776-m.wav,93252
29737,844424931425670-1031-f.wav,102168
33313,844424931468196-989-f.wav,83220
51419,844424932650410-703-f.wav,197648
44072,844424932462087-209-f.wav,57586
17355,844424931136222-442-f.wav,95481
73187,844424933145164-521-f.wav,92137
2436,844424930585711-973-f.wav,67988
65082,844424933051118-850-f.wav,82106
21508,844424931293137-664-f.wav,88793
26157,844424931374687-775-f.wav,59443
20159,844424931260547-101-f.wav,94366
83168,844424933652349-683-m.wav,83220
49893,844424932624131-553-f.wav,97710
14061,844424930986468-292-m.wav,137462
29171,844424931420406-782-f.wav,69846
36277,844424931514925-594-f.wav,68731
57900,844424932849988-1200-f.wav,65388
80299,844424933630807-1043-m.wav,57957
23337,844424931326596-1136-m.wav,73189
30499,844424931431889-812-f.wav,85078
1216,844424930555065-1158-f.wav,74676
73233,844424933145437-66-f.wav,94738
58484,844424932867871-775-f.wav,67617
36393,844424931515704-273-m.wav,73561
26060,844424931373764-594-f.wav,86564
83260,844424933652499-683-m.wav,82106
899,844424930502145-1158-f.wav,89536
31059,844424931436110-249-f.wav,77276
31073,844424931436128-249-f.wav,96967
60332,844424932915279-1200-f.wav,63158
30667,844424931433492-1163-f.wav,93623
78941,844424933626144-776-m.wav,105512
55297,844424932792764-850-f.wav,65388
9770,844424930850718-812-f.wav,72075
43076,844424932439082-830-f.wav,164583
21683,844424931297365-1158-f.wav,78391
27822,844424931399855-594-f.wav,71332
80214,844424933630555-439-m.wav,71332
58097,844424932852926-850-f.wav,65016
29400,844424931422163-150-m.wav,46440
22426,844424931318083-608-f.wav,89536
738,844424930460989-549-m.wav,105883
73983,844424933147639-830-f.wav,64645
29282,844424931421517-973-f.wav,75419
64251,844424933042769-850-f.wav,72446
18803,844424931198064-812-f.wav,80248
72433,844424933142476-66-f.wav,116286
17272,844424931130432-270-f.wav,70960
79923,844424933629089-359-m.wav,105512
23348,844424931326607-1136-m.wav,74304
51482,844424932660477-850-f.wav,86564
24865,844424931350139-608-f.wav,100310
64082,844424933039458-850-f.wav,68731
35811,844424931506049-101-f.wav,73933
82747,844424933648470-683-m.wav,91022
4400,844424930654546-396-f.wav,72818
78123,844424933624662-1053-m.wav,73561
36700,844424931523644-1039-f.wav,87679
47592,844424932564869-850-f.wav,103654
49324,844424932611576-1200-f.wav,56100
66479,844424933058526-177-f.wav,46812
16380,844424931096259-930-f.wav,91022
29178,844424931420418-782-f.wav,116286
45378,844424932506357-209-f.wav,57214
3656,844424930614181-396-f.wav,106255
54667,844424932762944-223-m.wav,122973
22118,844424931308690-736-f.wav,76162
63106,844424933028987-830-f.wav,70960
47110,844424932556473-553-f.wav,82849
74529,844424933150776-775-f.wav,74676
4943,844424930673524-389-m.wav,105512
23702,844424931329319-1031-f.wav,73561
1778,844424930566697-396-f.wav,95852
31332,844424931439854-608-f.wav,92508
41763,844424931584517-1180-m.wav,67245
5265,844424930683990-1016-f.wav,92508
61339,844424932948456-775-f.wav,71332
55675,844424932800443-177-f.wav,84707
28360,844424931412815-270-f.wav,85821
67341,844424933068671-1200-f.wav,44211
76037,844424933598002-1073-m.wav,60929
67519,844424933070483-1200-f.wav,94366
34331,844424931491756-594-f.wav,75047
20113,844424931260497-101-f.wav,146379
59593,844424932899344-608-f.wav,80248
19491,844424931233310-100-f.wav,85450
62322,844424932994701-496-f.wav,75047
75574,844424933161225-976-f.wav,63158
13944,844424930985577-1031-f.wav,89908
77445,844424933622753-500-m.wav,125202
72805,844424933143930-1200-f.wav,75419
80211,844424933630551-439-m.wav,88050
13545,844424930972451-396-f.wav,68360
69454,844424933111490-830-f.wav,49784
673,844424930444840-930-f.wav,116286
71958,844424933139154-775-f.wav,81363
74428,844424933149961-979-f.wav,87307
74445,844424933149978-979-f.wav,81363
44390,844424932468581-553-f.wav,53870
35291,844424931502901-704-f.wav,71332
82575,844424933647809-32-m.wav,76533
56160,844424932818324-496-f.wav,80991
3465,844424930609995-812-f.wav,67245
83037,844424933650923-1046-m.wav,84707
81277,844424933638481-718-m.wav,81363
12079,844424930918964-101-f.wav,93995
53236,844424932721866-989-f.wav,73561
69596,844424933116419-1194-f.wav,73933
61231,844424932933416-850-f.wav,68360
71693,844424933138305-775-f.wav,81734
64427,844424933045185-704-f.wav,82106
61771,844424932973916-850-f.wav,51270
48885,844424932607336-830-f.wav,69103
46724,844424932540264-1147-f.wav,111084
32916,844424931460787-1158-f.wav,81363
21272,844424931289350-608-f.wav,88422
73953,844424933147602-830-f.wav,57214
53803,844424932732321-496-f.wav,59815
24521,844424931343382-796-f.wav,74304
32218,844424931449073-1031-f.wav,88793
6052,844424930706677-354-f.wav,83964
51365,844424932649107-297-f.wav,127803
34069,844424931486754-292-m.wav,104769
22198,844424931312714-736-f.wav,91022
22242,844424931316468-608-f.wav,66502
47190,844424932558074-196-f.wav,93252
45240,844424932500265-830-f.wav,73189
81392,844424933638843-1199-m.wav,74304
56958,844424932829037-1200-f.wav,55357
15973,844424931073199-396-f.wav,56471
29980,844424931428913-608-f.wav,81363
74208,844424933149034-180-f.wav,92880
2835,844424930589489-812-f.wav,50898
20771,844424931282516-189-f.wav,69103
33804,844424931477550-657-f.wav,75047
18127,844424931165426-973-f.wav,55728
22949,844424931323855-775-f.wav,95481
20166,844424931260556-101-f.wav,131890
81426,844424933638890-1199-m.wav,56100
53957,844424932735545-704-f.wav,52756
37580,844424931537595-156-f.wav,88050
66165,844424933057476-704-f.wav,56471
20293,844424931266305-736-f.wav,99939
52257,844424932671456-989-f.wav,76162
73339,844424933145692-850-f.wav,73189
65621,844424933053551-1200-f.wav,60186
67642,844424933071633-1194-f.wav,108484
10171,844424930859212-608-f.wav,88793
69855,844424933117827-850-f.wav,57957
71617,844424933138122-196-f.wav,50155
57068,844424932830971-979-f.wav,121858
25182,844424931351320-1136-m.wav,110713
40124,844424931563225-608-f.wav,92508
12736,844424930933691-1136-m.wav,78019
38053,844424931540771-594-f.wav,117400
39516,844424931553261-608-f.wav,87307
58413,844424932867775-1200-f.wav,98081
6649,844424930740664-812-f.wav,52013
47051,844424932553905-196-f.wav,41610
21823,844424931300400-736-f.wav,98824
64871,844424933048869-177-f.wav,52384
82676,844424933648048-32-m.wav,79134
41896,844424931600422-1039-f.wav,75419
60627,844424932918106-449-m.wav,76905
47018,844424932553870-196-f.wav,59443
2131,844424930574535-812-f.wav,65388
54611,844424932760495-775-f.wav,66874
10927,844424930868407-812-f.wav,93995
80226,844424933630578-439-m.wav,66874
32307,844424931450713-1031-f.wav,68731
36818,844424931527138-1200-f.wav,108484
78991,844424933626221-1053-m.wav,91765
64295,844424933042821-850-f.wav,83592
38540,844424931544481-893-f.wav,79134
12380,844424930924392-930-f.wav,112199
51659,844424932664426-850-f.wav,109227
83455,844424933653608-1046-m.wav,87679
67058,844424933062443-704-f.wav,70217
33374,844424931470171-704-f.wav,137834
60871,844424932923246-782-f.wav,83220
39405,844424931552470-782-f.wav,67245
7640,844424930778566-973-f.wav,48669
81799,844424933641931-1119-m.wav,96224
51522,844424932662344-373-m.wav,83220
5218,844424930682016-1031-f.wav,76162
35831,844424931506074-101-f.wav,83220
36582,844424931518926-100-f.wav,105140
12371,844424930924380-930-f.wav,97338
39727,844424931554680-594-f.wav,68360
12574,844424930931135-1031-f.wav,75790
34770,844424931497500-594-f.wav,89536
40591,844424931565385-594-f.wav,125202
80551,844424933633364-1199-m.wav,57214
21154,844424931287211-608-f.wav,82849
5719,844424930698962-396-f.wav,100682
80228,844424933630582-439-m.wav,102539
10154,844424930859187-608-f.wav,89908
42179,844424932312431-530-m.wav,94366
12376,844424930924386-930-f.wav,94366
59817,844424932909776-979-f.wav,127803
17921,844424931154031-1031-f.wav,97338
82406,844424933646731-1119-m.wav,59815
41753,844424931584497-1180-m.wav,86193
67918,844424933082182-196-f.wav,85078
30768,844424931434207-775-f.wav,65388
30722,844424931434157-775-f.wav,65016
55775,844424932804573-449-m.wav,67988
66683,844424933060983-1200-f.wav,50527
57419,844424932837179-704-f.wav,47926
45382,844424932506362-209-f.wav,85450
5513,844424930687205-812-f.wav,75419
52877,844424932716181-1200-f.wav,75790
6474,844424930724795-396-f.wav,88422
78068,844424933624567-700-m.wav,125574
75499,844424933161141-850-f.wav,82849
76604,844424933618718-1187-m.wav,82106
5368,844424930686221-396-f.wav,85821
5778,844424930699933-608-f.wav,101053
65603,844424933053527-1200-f.wav,52756
10745,844424930867547-1136-m.wav,66874
28900,844424931416784-782-f.wav,80620
12063,844424930918945-101-f.wav,100310
82857,844424933650402-32-m.wav,87679
20027,844424931249070-664-f.wav,65016
76487,844424933618472-1088-m.wav,81363
31609,844424931442351-442-f.wav,79877
78964,844424933626172-776-m.wav,56843
9300,844424930838648-396-f.wav,82849
78405,844424933625275-1019-m.wav,68360
36300,844424931514963-594-f.wav,87679
29956,844424931427658-442-f.wav,50898
75376,844424933160203-976-f.wav,68731
55394,844424932795319-850-f.wav,75047
9909,844424930853979-1136-m.wav,102168
2774,844424930589417-812-f.wav,57957
43677,844424932445062-209-f.wav,51641
52807,844424932713392-704-f.wav,78762
44021,844424932461427-553-f.wav,66502
14549,844424931006453-608-f.wav,65016
16629,844424931117969-608-f.wav,69846
5310,844424930684548-396-f.wav,65016
25423,844424931365844-736-f.wav,59815
76363,844424933616461-1088-m.wav,77276
5574,844424930687994-594-f.wav,86564
71943,844424933139124-775-f.wav,79505
46123,844424932528609-850-f.wav,77648
83557,844424933656182-718-m.wav,102911
24230,844424931338548-1163-f.wav,105883
41887,844424931600410-1039-f.wav,91022
76611,844424933618732-1187-m.wav,101425
23084,844424931325384-1163-f.wav,92508
3951,844424930619988-396-f.wav,70217
78897,844424933626085-776-m.wav,63158
11551,844424930904252-812-f.wav,58700
66331,844424933057954-1200-f.wav,74676
14390,844424931003279-442-f.wav,83220
80281,844424933630773-439-m.wav,78391
65424,844424933052520-521-f.wav,64645
40554,844424931564972-893-f.wav,66502
34262,844424931491669-594-f.wav,60558
65823,844424933054783-850-f.wav,89908
19706,844424931240944-1158-f.wav,91022
41333,844424931569301-989-f.wav,88793
16845,844424931120536-812-f.wav,77648
41865,844424931599753-1039-f.wav,75419
37481,844424931535791-156-f.wav,76162
81347,844424933638569-439-m.wav,74304
51231,844424932648330-850-f.wav,93623
36527,844424931517760-273-m.wav,82477
74614,844424933151069-521-f.wav,81363
40674,844424931565822-608-f.wav,96595
60271,844424932914680-66-f.wav,122230
10617,844424930865589-973-f.wav,107741
70144,844424933119016-196-f.wav,59815
50819,844424932644726-775-f.wav,99939
81964,844424933642469-1119-m.wav,103283
75291,844424933156773-180-f.wav,93623
27662,844424931398630-249-f.wav,102539
8549,844424930823618-608-f.wav,127431
26872,844424931381207-704-f.wav,83592
82352,844424933646287-32-m.wav,116657
70115,844424933118784-196-f.wav,101796
33391,844424931470190-704-f.wav,76162
9679,844424930849915-396-f.wav,78019
38982,844424931550801-1200-f.wav,102911
38910,844424931549974-249-f.wav,79134
82099,844424933642937-190-m.wav,55357
51285,844424932648398-850-f.wav,79877
66528,844424933058789-1200-f.wav,62787
66785,844424933061114-703-f.wav,73933
28114,844424931406854-973-f.wav,84707
39261,844424931551819-1200-f.wav,67617
63475,844424933032048-775-f.wav,69846
46721,844424932538932-196-f.wav,91765
63492,844424933032066-775-f.wav,57586
41543,844424931572156-893-f.wav,74676
48553,844424932604962-373-m.wav,97710
56271,844424932819371-177-f.wav,91022
75818,844424933163661-976-f.wav,70217
75964,844424933586589-1073-m.wav,103283
9304,844424930838652-396-f.wav,102168
62403,844424932997401-703-f.wav,77648
82694,844424933648252-601-m.wav,75047
65248,844424933051802-196-f.wav,86564
49719,844424932622902-553-f.wav,80620
49868,844424932624094-553-f.wav,70217
33829,844424931478138-1200-f.wav,107369
11169,844424930878409-812-f.wav,88422
36055,844424931508620-594-f.wav,146007
20081,844424931251252-736-f.wav,73189
63558,844424933032146-775-f.wav,62044
9454,844424930842176-594-f.wav,109227
48858,844424932607302-830-f.wav,66502
24249,844424931338570-1163-f.wav,93252
54426,844424932751571-973-f.wav,89908
52521,844424932679700-830-f.wav,69474
58722,844424932871627-373-m.wav,52013
22086,844424931308645-736-f.wav,127060
81387,844424933638834-1199-m.wav,62044
27908,844424931404198-270-f.wav,105512
70011,844424933118305-850-f.wav,72818
38816,844424931548720-249-f.wav,111456
7112,844424930751280-812-f.wav,68731
82794,844424933648595-1119-m.wav,57586
31773,844424931443740-1163-f.wav,94738
16496,844424931104000-292-m.wav,101053
82831,844424933650339-32-m.wav,105883
13264,844424930939217-608-f.wav,103283
2460,844424930585759-973-f.wav,80991
55111,844424932788017-449-m.wav,96967
1478,844424930562847-812-f.wav,70589
43583,844424932444551-553-f.wav,74304
16595,844424931107130-396-f.wav,57586
66511,844424933058567-177-f.wav,50155
13990,844424930985665-1031-f.wav,84707
33398,844424931470197-704-f.wav,77276
33290,844424931468171-989-f.wav,67988
36245,844424931511872-594-f.wav,89908
36713,844424931523663-1039-f.wav,67988
36459,844424931515926-796-f.wav,90651
81014,844424933637203-1199-m.wav,65759
81991,844424933642510-1119-m.wav,74676
40111,844424931562607-608-f.wav,86936
10412,844424930863301-517-f.wav,76533
21178,844424931288442-1044-f.wav,134119
60898,844424932930284-850-f.wav,52013
5785,844424930699947-608-f.wav,118515
33614,844424931474635-704-f.wav,82849
78978,844424933626196-1053-m.wav,88050
20830,844424931282786-100-f.wav,85078
30604,844424931433423-1163-f.wav,101425
46640,844424932538832-553-f.wav,79505
65588,844424933053508-1200-f.wav,70589
15095,844424931031183-1158-f.wav,74676
38628,844424931547083-704-f.wav,108484
73460,844424933145929-1194-f.wav,127060
76655,844424933619234-1088-m.wav,78391
32455,844424931452651-1031-f.wav,26378
35337,844424931502954-704-f.wav,76162
15660,844424931059565-973-f.wav,93252
50963,844424932645186-1147-f.wav,75790
3915,844424930619949-396-f.wav,86936
15105,844424931031207-1158-f.wav,97338
52882,844424932716186-1200-f.wav,86193
24190,844424931337398-973-f.wav,77276
38793,844424931547428-704-f.wav,62415
80189,844424933630508-439-m.wav,80991
19396,844424931232902-189-f.wav,75419
29136,844424931420041-1143-f.wav,65016
80343,844424933631303-1043-m.wav,56843
23823,844424931330621-66-f.wav,124088
33815,844424931477564-657-f.wav,85078
70447,844424933119954-196-f.wav,50898
6656,844424930740671-812-f.wav,61301
53689,844424932730486-608-f.wav,80248
81625,844424933639288-997-m.wav,43839
4470,844424930654749-594-f.wav,111084
12863,844424930936154-608-f.wav,78391
75169,844424933153097-180-f.wav,177215
57765,844424932848511-449-m.wav,73933
50297,844424932639160-973-f.wav,57214
414,844424930441098-740-f.wav,77648
59586,844424932899334-608-f.wav,84335
48487,844424932604880-373-m.wav,115914
46732,844424932540273-1147-f.wav,70217
64178,844424933041887-704-f.wav,60929
80035,844424933629256-359-m.wav,101425
20324,844424931266352-736-f.wav,82849
73797,844424933147271-180-f.wav,83220
16769,844424931119246-1031-f.wav,78762
72162,844424933141467-704-f.wav,60558
9984,844424930855061-930-f.wav,99939
35267,844424931502673-989-f.wav,106255
19499,844424931233321-100-f.wav,74304
50859,844424932644773-775-f.wav,71703
77529,844424933623134-910-m.wav,130032
43329,844424932442037-553-f.wav,81363
65453,844424933052555-704-f.wav,81734
45388,844424932506370-209-f.wav,66502
9178,844424930838115-1136-m.wav,80991
75385,844424933160212-976-f.wav,65388
71882,844424933138723-196-f.wav,63530
9486,844424930843344-1031-f.wav,86193
34738,844424931496858-1163-f.wav,79505
79062,844424933626367-1043-m.wav,69846
31876,844424931444667-973-f.wav,83592
73347,844424933145701-521-f.wav,73561
23749,844424931330320-775-f.wav,78391
27047,844424931383125-249-f.wav,117400
58834,844424932874562-496-f.wav,110341
67318,844424933068146-1200-f.wav,66131
75197,844424933153139-180-f.wav,96595
40511,844424931564923-893-f.wav,72818
19962,844424931249003-664-f.wav,90279
17657,844424931144729-270-f.wav,89165
27892,844424931400279-594-f.wav,92137
58980,844424932875647-180-f.wav,158267
67340,844424933068670-1200-f.wav,41982
26669,844424931380279-449-m.wav,75047
55052,844424932787955-449-m.wav,100310
23479,844424931327370-775-f.wav,88793
79530,844424933627315-1053-m.wav,77648
25681,844424931368502-812-f.wav,67245
27379,844424931390617-249-f.wav,96595
51773,844424932666479-608-f.wav,73933
1383,844424930562726-973-f.wav,109970
15756,844424931064351-812-f.wav,58329
46033,844424932527794-830-f.wav,82849
16545,844424931107060-396-f.wav,56843
53153,844424932720556-608-f.wav,64273
71203,844424933130308-1194-f.wav,93995
69547,844424933116352-1194-f.wav,141921
5317,844424930684555-396-f.wav,75419
73916,844424933147458-976-f.wav,84707
78311,844424933625005-500-m.wav,153438
40758,844424931566020-101-f.wav,117772
62982,844424933023370-703-f.wav,118515
55333,844424932792806-850-f.wav,53499
63483,844424933032056-775-f.wav,83964
40512,844424931564924-893-f.wav,73561
51868,844424932667645-608-f.wav,81363
63936,844424933036781-1194-f.wav,96967
1865,844424930567299-517-f.wav,161240
59453,844424932898166-850-f.wav,92508
7557,844424930774447-292-m.wav,128174
52204,844424932670381-600-f.wav,62415
44957,844424932495087-1147-f.wav,64273
46892,844424932544092-850-f.wav,72818
14516,844424931005416-1031-f.wav,93995
46827,844424932543093-196-f.wav,47926
47609,844424932564888-850-f.wav,76533
5064,844424930678923-396-f.wav,80620
60570,844424932918044-496-f.wav,71332
25614,844424931368426-812-f.wav,66874
45081,844424932496339-331-f.wav,113314
51395,844424932650357-703-f.wav,157524
48252,844424932600179-331-f.wav,77276
41161,844424931567967-989-f.wav,70217
5892,844424930700884-396-f.wav,73933
52887,844424932716192-1200-f.wav,88422
59868,844424932910179-496-f.wav,68731
27298,844424931390287-796-f.wav,76162
2046,844424930574328-396-f.wav,90279
9729,844424930850676-812-f.wav,54614
81743,844424933640571-220-m.wav,115543
63555,844424933032142-775-f.wav,85078
11008,844424930876597-812-f.wav,66874
33380,844424931470177-704-f.wav,94738
47865,844424932579018-830-f.wav,64273
69632,844424933116459-976-f.wav,60929
22844,844424931323123-736-f.wav,67245
33121,844424931463385-774-f.wav,84707
27450,844424931393818-736-f.wav,69846
62837,844424933016363-373-m.wav,96224
3119,844424930598812-396-f.wav,78019
7976,844424930792769-608-f.wav,87307
26737,844424931380560-1200-f.wav,85821
56691,844424932821990-775-f.wav,73933
67609,844424933071591-1194-f.wav,73933
42963,844424932426237-1147-f.wav,88050
8177,844424930796243-608-f.wav,99939
14328,844424930999709-812-f.wav,75790
47508,844424932564761-331-f.wav,96224
74228,844424933149067-180-f.wav,100310
74454,844424933149987-979-f.wav,66131
81242,844424933638445-718-m.wav,70960
39,844424930379121-1158-f.wav,202107
49836,844424932623052-373-m.wav,89165
32855,844424931460514-774-f.wav,66131
50121,844424932635514-703-f.wav,75047
30402,844424931431370-775-f.wav,59815
75669,844424933161666-703-f.wav,100310
6163,844424930708219-101-f.wav,86193
6659,844424930740674-812-f.wav,73189
8709,844424930827451-812-f.wav,69103
55951,844424932815097-850-f.wav,76533
25454,844424931365890-736-f.wav,98824
43333,844424932442041-553-f.wav,65388
5226,844424930683932-1016-f.wav,73561
35445,844424931503790-796-f.wav,80248
25612,844424931368424-812-f.wav,48298
61976,844424932986161-850-f.wav,56100
81897,844424933642278-1119-m.wav,76533
76022,844424933596611-1073-m.wav,66502
73719,844424933146569-976-f.wav,69103
74660,844424933151618-775-f.wav,73189
8863,844424930829177-812-f.wav,78391
27795,844424931399488-1136-m.wav,77648
58917,844424932874655-496-f.wav,107369
67331,844424933068160-1200-f.wav,64645
24959,844424931350553-736-f.wav,95481
45916,844424932526297-850-f.wav,83592
66280,844424933057899-1200-f.wav,83220
45822,844424932520958-331-f.wav,161611
51288,844424932648402-850-f.wav,70589
38465,844424931543098-704-f.wav,80620
19309,844424931232403-1044-f.wav,105140
59550,844424932899285-608-f.wav,117029
81055,844424933637964-1199-m.wav,65759
62995,844424933023386-703-f.wav,86193
61781,844424932973927-850-f.wav,105140
61199,844424932933377-850-f.wav,72818
82224,844424933643640-1119-m.wav,69103
5031,844424930677041-1158-f.wav,92508
44168,844424932465113-209-f.wav,68360
5390,844424930686250-396-f.wav,73189
45855,844424932523618-850-f.wav,67988
75529,844424933161175-850-f.wav,78019
56413,844424932820164-775-f.wav,59072
15312,844424931032692-973-f.wav,79134
31359,844424931439883-608-f.wav,97710
62334,844424932994716-496-f.wav,108855
33075,844424931461234-101-f.wav,60186
16059,844424931077203-396-f.wav,60929
38823,844424931548728-249-f.wav,83592
79319,844424933626937-1019-m.wav,132633
68385,844424933085847-775-f.wav,60558
71374,844424933136117-196-f.wav,50155
48241,844424932600167-331-f.wav,71703
79801,844424933628073-776-m.wav,92880
78595,844424933625549-1019-m.wav,52756
34925,844424931498773-1200-f.wav,90651
42759,844424932424793-1147-f.wav,124831
9501,844424930843364-1031-f.wav,64273
35137,844424931500813-1200-f.wav,82106
24974,844424931350575-736-f.wav,99196
41349,844424931569420-608-f.wav,63530
21808,844424931300378-736-f.wav,53499
32336,844424931450765-1031-f.wav,92137
52211,844424932670390-600-f.wav,76905
83199,844424933652399-683-m.wav,118515
9063,844424930832694-973-f.wav,93995
22229,844424931316454-608-f.wav,99567
49644,844424932619780-594-f.wav,98824
64750,844424933048238-521-f.wav,97710
37751,844424931539288-594-f.wav,75047
44639,844424932471791-1147-f.wav,93623
35112,844424931500787-1200-f.wav,62787
11565,844424930904267-812-f.wav,82849
46976,844424932547500-703-f.wav,183159
48805,844424932606637-830-f.wav,84707
68609,844424933088254-850-f.wav,56843
47402,844424932559027-1147-f.wav,81363
83495,844424933653664-1046-m.wav,59815
11710,844424930906028-608-f.wav,78019
40941,844424931566953-594-f.wav,113685
37013,844424931531815-594-f.wav,145636
11538,844424930904239-812-f.wav,73933
22509,844424931319085-812-f.wav,64273
60038,844424932911475-177-f.wav,86193
58730,844424932871638-373-m.wav,60929
